iter,norm(d0-d)^2,gradient norm,,,,
4138,320.33,1.4813,-0.48523,-0.10311,-1.3378,0.39818
4139,320.28,1.4811,-0.48515,-0.10316,-1.3376,0.39812
4140,320.23,1.481,-0.48507,-0.10322,-1.3375,0.39805
4141,320.18,1.4809,-0.485,-0.10328,-1.3374,0.39799
4142,320.13,1.4806,-0.48492,-0.10333,-1.3372,0.39793
4143,320.09,1.4805,-0.48485,-0.10339,-1.3371,0.39787
4144,320.04,1.4804,-0.48477,-0.10344,-1.337,0.39781
4145,319.99,1.4802,-0.48469,-0.1035,-1.3368,0.39775
4146,319.94,1.48,-0.48462,-0.10356,-1.3367,0.39768
4147,319.89,1.4799,-0.48454,-0.10361,-1.3366,0.39762
4148,319.84,1.4797,-0.48447,-0.10367,-1.3364,0.39756
4149,319.8,1.4796,-0.48439,-0.10372,-1.3363,0.3975
4150,319.75,1.4794,-0.48431,-0.10378,-1.3362,0.39744
4151,319.7,1.4793,-0.48424,-0.10383,-1.3361,0.39738
4152,319.65,1.4791,-0.48416,-0.10389,-1.3359,0.39732
4153,319.6,1.479,-0.48409,-0.10395,-1.3358,0.39725
4154,319.56,1.4788,-0.48401,-0.104,-1.3357,0.39719
4155,319.51,1.4786,-0.48393,-0.10406,-1.3355,0.39713
4156,319.46,1.4785,-0.48386,-0.10411,-1.3354,0.39707
4157,319.41,1.4784,-0.48378,-0.10417,-1.3353,0.39701
4158,319.36,1.4781,-0.48371,-0.10422,-1.3351,0.39695
4159,319.32,1.478,-0.48363,-0.10428,-1.335,0.39689
4160,319.27,1.4779,-0.48356,-0.10433,-1.3349,0.39682
4161,319.22,1.4777,-0.48348,-0.10439,-1.3347,0.39676
4162,319.17,1.4775,-0.48341,-0.10444,-1.3346,0.3967
4163,319.12,1.4774,-0.48333,-0.1045,-1.3345,0.39664
4164,319.08,1.4772,-0.48326,-0.10455,-1.3343,0.39658
4165,319.03,1.4771,-0.48318,-0.10461,-1.3342,0.39652
4166,318.98,1.4769,-0.48311,-0.10466,-1.3341,0.39646
4167,318.93,1.4767,-0.48303,-0.10472,-1.3339,0.3964
4168,318.88,1.4766,-0.48296,-0.10477,-1.3338,0.39634
4169,318.84,1.4765,-0.48288,-0.10483,-1.3337,0.39627
4170,318.79,1.4762,-0.48281,-0.10488,-1.3335,0.39621
4171,318.74,1.4761,-0.48273,-0.10494,-1.3334,0.39615
4172,318.69,1.476,-0.48266,-0.10499,-1.3333,0.39609
4173,318.64,1.4759,-0.48258,-0.10505,-1.3332,0.39603
4174,318.6,1.4757,-0.48251,-0.1051,-1.333,0.39597
4175,318.55,1.4755,-0.48243,-0.10516,-1.3329,0.39591
4176,318.5,1.4754,-0.48236,-0.10521,-1.3328,0.39585
4177,318.45,1.4752,-0.48229,-0.10527,-1.3326,0.39579
4178,318.41,1.475,-0.48221,-0.10532,-1.3325,0.39572
4179,318.36,1.4749,-0.48214,-0.10538,-1.3324,0.39566
4180,318.31,1.4747,-0.48206,-0.10543,-1.3322,0.3956
4181,318.26,1.4746,-0.48199,-0.10549,-1.3321,0.39554
4182,318.21,1.4745,-0.48191,-0.10554,-1.332,0.39548
4183,318.17,1.4742,-0.48184,-0.1056,-1.3318,0.39542
4184,318.12,1.4741,-0.48177,-0.10565,-1.3317,0.39536
4185,318.07,1.474,-0.48169,-0.1057,-1.3316,0.3953
4186,318.02,1.4738,-0.48162,-0.10576,-1.3314,0.39524
4187,317.98,1.4736,-0.48154,-0.10581,-1.3313,0.39518
4188,317.93,1.4735,-0.48147,-0.10587,-1.3312,0.39512
4189,317.88,1.4733,-0.4814,-0.10592,-1.331,0.39506
4190,317.83,1.4732,-0.48132,-0.10598,-1.3309,0.395
4191,317.78,1.473,-0.48125,-0.10603,-1.3308,0.39493
4192,317.74,1.4729,-0.48117,-0.10608,-1.3307,0.39487
4193,317.69,1.4727,-0.4811,-0.10614,-1.3305,0.39481
4194,317.64,1.4726,-0.48103,-0.10619,-1.3304,0.39475
4195,317.59,1.4724,-0.48095,-0.10625,-1.3303,0.39469
4196,317.55,1.4722,-0.48088,-0.1063,-1.3301,0.39463
4197,317.5,1.4721,-0.48081,-0.10635,-1.33,0.39457
4198,317.45,1.472,-0.48073,-0.10641,-1.3299,0.39451
4199,317.4,1.4718,-0.48066,-0.10646,-1.3297,0.39445
4200,317.36,1.4716,-0.48059,-0.10652,-1.3296,0.39439
4201,317.31,1.4715,-0.48051,-0.10657,-1.3295,0.39433
4202,317.26,1.4713,-0.48044,-0.10662,-1.3293,0.39427
4203,317.21,1.4712,-0.48037,-0.10668,-1.3292,0.39421
4204,317.16,1.471,-0.48029,-0.10673,-1.3291,0.39415
4205,317.12,1.4708,-0.48022,-0.10679,-1.3289,0.39409
4206,317.07,1.4707,-0.48015,-0.10684,-1.3288,0.39403
4207,317.02,1.4706,-0.48008,-0.10689,-1.3287,0.39397
4208,316.97,1.4703,-0.48,-0.10695,-1.3285,0.39391
4209,316.93,1.4702,-0.47993,-0.107,-1.3284,0.39385
4210,316.88,1.4701,-0.47986,-0.10705,-1.3283,0.39379
4211,316.83,1.47,-0.47978,-0.10711,-1.3282,0.39373
4212,316.78,1.4697,-0.47971,-0.10716,-1.328,0.39367
4213,316.74,1.4696,-0.47964,-0.10721,-1.3279,0.3936
4214,316.69,1.4695,-0.47957,-0.10727,-1.3278,0.39354
4215,316.64,1.4693,-0.47949,-0.10732,-1.3276,0.39348
4216,316.59,1.4692,-0.47942,-0.10737,-1.3275,0.39342
4217,316.55,1.469,-0.47935,-0.10743,-1.3274,0.39336
4218,316.5,1.4688,-0.47928,-0.10748,-1.3272,0.3933
4219,316.45,1.4687,-0.47921,-0.10753,-1.3271,0.39324
4220,316.4,1.4686,-0.47913,-0.10759,-1.327,0.39318
4221,316.36,1.4683,-0.47906,-0.10764,-1.3268,0.39312
4222,316.31,1.4682,-0.47899,-0.10769,-1.3267,0.39306
4223,316.26,1.4681,-0.47892,-0.10775,-1.3266,0.393
4224,316.22,1.4679,-0.47884,-0.1078,-1.3264,0.39294
4225,316.17,1.4677,-0.47877,-0.10785,-1.3263,0.39288
4226,316.12,1.4676,-0.4787,-0.10791,-1.3262,0.39282
4227,316.07,1.4675,-0.47863,-0.10796,-1.3261,0.39276
4228,316.03,1.4673,-0.47856,-0.10801,-1.3259,0.3927
4229,315.98,1.4672,-0.47848,-0.10806,-1.3258,0.39264
4230,315.93,1.467,-0.47841,-0.10812,-1.3257,0.39258
4231,315.88,1.4668,-0.47834,-0.10817,-1.3255,0.39252
4232,315.84,1.4667,-0.47827,-0.10822,-1.3254,0.39246
4233,315.79,1.4666,-0.4782,-0.10828,-1.3253,0.3924
4234,315.74,1.4663,-0.47813,-0.10833,-1.3251,0.39234
4235,315.69,1.4662,-0.47805,-0.10838,-1.325,0.39228
4236,315.65,1.4661,-0.47798,-0.10843,-1.3249,0.39222
4237,315.6,1.4659,-0.47791,-0.10849,-1.3247,0.39216
4238,315.55,1.4658,-0.47784,-0.10854,-1.3246,0.39211
4239,315.51,1.4656,-0.47777,-0.10859,-1.3245,0.39205
4240,315.46,1.4654,-0.4777,-0.10864,-1.3243,0.39199
4241,315.41,1.4653,-0.47763,-0.1087,-1.3242,0.39193
4242,315.36,1.4652,-0.47756,-0.10875,-1.3241,0.39187
4243,315.32,1.465,-0.47748,-0.1088,-1.324,0.39181
4244,315.27,1.4648,-0.47741,-0.10885,-1.3238,0.39175
4245,315.22,1.4647,-0.47734,-0.10891,-1.3237,0.39169
4246,315.18,1.4646,-0.47727,-0.10896,-1.3236,0.39163
4247,315.13,1.4643,-0.4772,-0.10901,-1.3234,0.39157
4248,315.08,1.4642,-0.47713,-0.10906,-1.3233,0.39151
4249,315.03,1.4641,-0.47706,-0.10912,-1.3232,0.39145
4250,314.99,1.4639,-0.47699,-0.10917,-1.323,0.39139
4251,314.94,1.4638,-0.47692,-0.10922,-1.3229,0.39133
4252,314.89,1.4636,-0.47685,-0.10927,-1.3228,0.39127
4253,314.85,1.4634,-0.47678,-0.10933,-1.3226,0.39121
4254,314.8,1.4633,-0.47671,-0.10938,-1.3225,0.39115
4255,314.75,1.4632,-0.47663,-0.10943,-1.3224,0.39109
4256,314.7,1.463,-0.47656,-0.10948,-1.3223,0.39103
4257,314.66,1.4628,-0.47649,-0.10953,-1.3221,0.39097
4258,314.61,1.4627,-0.47642,-0.10959,-1.322,0.39091
4259,314.56,1.4626,-0.47635,-0.10964,-1.3219,0.39085
4260,314.52,1.4624,-0.47628,-0.10969,-1.3217,0.3908
4261,314.47,1.4622,-0.47621,-0.10974,-1.3216,0.39074
4262,314.42,1.4621,-0.47614,-0.10979,-1.3215,0.39068
4263,314.38,1.4619,-0.47607,-0.10984,-1.3213,0.39062
4264,314.33,1.4618,-0.476,-0.1099,-1.3212,0.39056
4265,314.28,1.4616,-0.47593,-0.10995,-1.3211,0.3905
4266,314.23,1.4614,-0.47586,-0.11,-1.3209,0.39044
4267,314.19,1.4613,-0.47579,-0.11005,-1.3208,0.39038
4268,314.14,1.4612,-0.47572,-0.1101,-1.3207,0.39032
4269,314.09,1.461,-0.47565,-0.11015,-1.3205,0.39026
4270,314.05,1.4608,-0.47558,-0.11021,-1.3204,0.3902
4271,314,1.4607,-0.47551,-0.11026,-1.3203,0.39014
4272,313.95,1.4606,-0.47544,-0.11031,-1.3202,0.39008
4273,313.91,1.4604,-0.47537,-0.11036,-1.32,0.39003
4274,313.86,1.4602,-0.4753,-0.11041,-1.3199,0.38997
4275,313.81,1.4601,-0.47523,-0.11046,-1.3198,0.38991
4276,313.77,1.4599,-0.47516,-0.11052,-1.3196,0.38985
4277,313.72,1.4598,-0.47509,-0.11057,-1.3195,0.38979
4278,313.67,1.4597,-0.47502,-0.11062,-1.3194,0.38973
4279,313.62,1.4594,-0.47496,-0.11067,-1.3192,0.38967
4280,313.58,1.4593,-0.47489,-0.11072,-1.3191,0.38961
4281,313.53,1.4592,-0.47482,-0.11077,-1.319,0.38955
4282,313.48,1.459,-0.47475,-0.11082,-1.3188,0.38949
4283,313.44,1.4589,-0.47468,-0.11087,-1.3187,0.38944
4284,313.39,1.4587,-0.47461,-0.11093,-1.3186,0.38938
4285,313.34,1.4586,-0.47454,-0.11098,-1.3185,0.38932
4286,313.3,1.4584,-0.47447,-0.11103,-1.3183,0.38926
4287,313.25,1.4583,-0.4744,-0.11108,-1.3182,0.3892
4288,313.2,1.4581,-0.47433,-0.11113,-1.3181,0.38914
4289,313.16,1.4579,-0.47426,-0.11118,-1.3179,0.38908
4290,313.11,1.4578,-0.47419,-0.11123,-1.3178,0.38902
4291,313.06,1.4577,-0.47413,-0.11128,-1.3177,0.38896
4292,313.02,1.4575,-0.47406,-0.11133,-1.3175,0.38891
4293,312.97,1.4573,-0.47399,-0.11138,-1.3174,0.38885
4294,312.92,1.4572,-0.47392,-0.11143,-1.3173,0.38879
4295,312.88,1.457,-0.47385,-0.11149,-1.3171,0.38873
4296,312.83,1.4569,-0.47378,-0.11154,-1.317,0.38867
4297,312.78,1.4567,-0.47371,-0.11159,-1.3169,0.38861
4298,312.74,1.4566,-0.47364,-0.11164,-1.3168,0.38855
4299,312.69,1.4564,-0.47358,-0.11169,-1.3166,0.3885
4300,312.64,1.4563,-0.47351,-0.11174,-1.3165,0.38844
4301,312.6,1.4562,-0.47344,-0.11179,-1.3164,0.38838
4302,312.55,1.4559,-0.47337,-0.11184,-1.3162,0.38832
4303,312.5,1.4558,-0.4733,-0.11189,-1.3161,0.38826
4304,312.46,1.4557,-0.47323,-0.11194,-1.316,0.3882
4305,312.41,1.4555,-0.47317,-0.11199,-1.3158,0.38814
4306,312.36,1.4554,-0.4731,-0.11204,-1.3157,0.38809
4307,312.32,1.4552,-0.47303,-0.11209,-1.3156,0.38803
4308,312.27,1.4551,-0.47296,-0.11214,-1.3155,0.38797
4309,312.22,1.4549,-0.47289,-0.11219,-1.3153,0.38791
4310,312.18,1.4548,-0.47282,-0.11224,-1.3152,0.38785
4311,312.13,1.4546,-0.47276,-0.11229,-1.3151,0.38779
4312,312.08,1.4544,-0.47269,-0.11234,-1.3149,0.38773
4313,312.04,1.4543,-0.47262,-0.11239,-1.3148,0.38768
4314,311.99,1.4542,-0.47255,-0.11244,-1.3147,0.38762
4315,311.94,1.454,-0.47248,-0.11249,-1.3145,0.38756
4316,311.9,1.4538,-0.47242,-0.11254,-1.3144,0.3875
4317,311.85,1.4537,-0.47235,-0.1126,-1.3143,0.38744
4318,311.81,1.4535,-0.47228,-0.11265,-1.3141,0.38738
4319,311.76,1.4534,-0.47221,-0.1127,-1.314,0.38733
4320,311.71,1.4533,-0.47215,-0.11275,-1.3139,0.38727
4321,311.67,1.4531,-0.47208,-0.1128,-1.3138,0.38721
4322,311.62,1.4529,-0.47201,-0.11285,-1.3136,0.38715
4323,311.57,1.4528,-0.47194,-0.1129,-1.3135,0.38709
4324,311.53,1.4527,-0.47188,-0.11294,-1.3134,0.38704
4325,311.48,1.4525,-0.47181,-0.11299,-1.3132,0.38698
4326,311.43,1.4523,-0.47174,-0.11304,-1.3131,0.38692
4327,311.39,1.4522,-0.47167,-0.11309,-1.313,0.38686
4328,311.34,1.452,-0.47161,-0.11314,-1.3128,0.3868
4329,311.3,1.4519,-0.47154,-0.11319,-1.3127,0.38674
4330,311.25,1.4517,-0.47147,-0.11324,-1.3126,0.38669
4331,311.2,1.4516,-0.47141,-0.11329,-1.3125,0.38663
4332,311.16,1.4514,-0.47134,-0.11334,-1.3123,0.38657
4333,311.11,1.4513,-0.47127,-0.11339,-1.3122,0.38651
4334,311.06,1.4512,-0.4712,-0.11344,-1.3121,0.38645
4335,311.02,1.4509,-0.47114,-0.11349,-1.3119,0.3864
4336,310.97,1.4508,-0.47107,-0.11354,-1.3118,0.38634
4337,310.92,1.4507,-0.471,-0.11359,-1.3117,0.38628
4338,310.88,1.4505,-0.47094,-0.11364,-1.3115,0.38622
4339,310.83,1.4504,-0.47087,-0.11369,-1.3114,0.38616
4340,310.79,1.4502,-0.4708,-0.11374,-1.3113,0.38611
4341,310.74,1.4501,-0.47074,-0.11379,-1.3112,0.38605
4342,310.69,1.4499,-0.47067,-0.11384,-1.311,0.38599
4343,310.65,1.4498,-0.4706,-0.11389,-1.3109,0.38593
4344,310.6,1.4497,-0.47054,-0.11394,-1.3108,0.38588
4345,310.55,1.4494,-0.47047,-0.11399,-1.3106,0.38582
4346,310.51,1.4493,-0.4704,-0.11403,-1.3105,0.38576
4347,310.46,1.4492,-0.47034,-0.11408,-1.3104,0.3857
4348,310.42,1.449,-0.47027,-0.11413,-1.3102,0.38564
4349,310.37,1.4489,-0.4702,-0.11418,-1.3101,0.38559
4350,310.32,1.4487,-0.47014,-0.11423,-1.31,0.38553
4351,310.28,1.4486,-0.47007,-0.11428,-1.3099,0.38547
4352,310.23,1.4484,-0.47,-0.11433,-1.3097,0.38541
4353,310.19,1.4483,-0.46994,-0.11438,-1.3096,0.38536
4354,310.14,1.4481,-0.46987,-0.11443,-1.3095,0.3853
4355,310.09,1.4479,-0.46981,-0.11448,-1.3093,0.38524
4356,310.05,1.4478,-0.46974,-0.11453,-1.3092,0.38518
4357,310,1.4477,-0.46967,-0.11457,-1.3091,0.38513
4358,309.96,1.4475,-0.46961,-0.11462,-1.3089,0.38507
4359,309.91,1.4473,-0.46954,-0.11467,-1.3088,0.38501
4360,309.86,1.4472,-0.46948,-0.11472,-1.3087,0.38495
4361,309.82,1.4471,-0.46941,-0.11477,-1.3086,0.3849
4362,309.77,1.4469,-0.46934,-0.11482,-1.3084,0.38484
4363,309.72,1.4468,-0.46928,-0.11487,-1.3083,0.38478
4364,309.68,1.4466,-0.46921,-0.11492,-1.3082,0.38472
4365,309.63,1.4464,-0.46915,-0.11496,-1.308,0.38467
4366,309.59,1.4463,-0.46908,-0.11501,-1.3079,0.38461
4367,309.54,1.4462,-0.46902,-0.11506,-1.3078,0.38455
4368,309.49,1.446,-0.46895,-0.11511,-1.3076,0.38449
4369,309.45,1.4458,-0.46888,-0.11516,-1.3075,0.38444
4370,309.4,1.4457,-0.46882,-0.11521,-1.3074,0.38438
4371,309.36,1.4456,-0.46875,-0.11526,-1.3073,0.38432
4372,309.31,1.4454,-0.46869,-0.1153,-1.3071,0.38426
4373,309.27,1.4453,-0.46862,-0.11535,-1.307,0.38421
4374,309.22,1.4451,-0.46856,-0.1154,-1.3069,0.38415
4375,309.17,1.4449,-0.46849,-0.11545,-1.3067,0.38409
4376,309.13,1.4448,-0.46843,-0.1155,-1.3066,0.38403
4377,309.08,1.4447,-0.46836,-0.11555,-1.3065,0.38398
4378,309.04,1.4445,-0.4683,-0.11559,-1.3063,0.38392
4379,308.99,1.4443,-0.46823,-0.11564,-1.3062,0.38386
4380,308.94,1.4442,-0.46817,-0.11569,-1.3061,0.38381
4381,308.9,1.4441,-0.4681,-0.11574,-1.306,0.38375
4382,308.85,1.4439,-0.46804,-0.11579,-1.3058,0.38369
4383,308.81,1.4438,-0.46797,-0.11584,-1.3057,0.38363
4384,308.76,1.4436,-0.46791,-0.11588,-1.3056,0.38358
4385,308.71,1.4434,-0.46784,-0.11593,-1.3054,0.38352
4386,308.67,1.4433,-0.46778,-0.11598,-1.3053,0.38346
4387,308.62,1.4432,-0.46771,-0.11603,-1.3052,0.38341
4388,308.58,1.443,-0.46765,-0.11608,-1.305,0.38335
4389,308.53,1.4428,-0.46758,-0.11612,-1.3049,0.38329
4390,308.49,1.4427,-0.46752,-0.11617,-1.3048,0.38323
4391,308.44,1.4426,-0.46745,-0.11622,-1.3047,0.38318
4392,308.39,1.4424,-0.46739,-0.11627,-1.3045,0.38312
4393,308.35,1.4423,-0.46732,-0.11632,-1.3044,0.38306
4394,308.3,1.4421,-0.46726,-0.11636,-1.3043,0.38301
4395,308.26,1.4419,-0.46719,-0.11641,-1.3041,0.38295
4396,308.21,1.4418,-0.46713,-0.11646,-1.304,0.38289
4397,308.17,1.4417,-0.46706,-0.11651,-1.3039,0.38284
4398,308.12,1.4416,-0.467,-0.11655,-1.3038,0.38278
4399,308.07,1.4413,-0.46694,-0.1166,-1.3036,0.38272
4400,308.03,1.4412,-0.46687,-0.11665,-1.3035,0.38267
4401,307.98,1.4411,-0.46681,-0.1167,-1.3034,0.38261
4402,307.94,1.4409,-0.46674,-0.11674,-1.3032,0.38255
4403,307.89,1.4408,-0.46668,-0.11679,-1.3031,0.38249
4404,307.85,1.4406,-0.46661,-0.11684,-1.303,0.38244
4405,307.8,1.4404,-0.46655,-0.11689,-1.3028,0.38238
4406,307.75,1.4403,-0.46649,-0.11693,-1.3027,0.38232
4407,307.71,1.4402,-0.46642,-0.11698,-1.3026,0.38227
4408,307.66,1.4401,-0.46636,-0.11703,-1.3025,0.38221
4409,307.62,1.4398,-0.46629,-0.11708,-1.3023,0.38215
4410,307.57,1.4397,-0.46623,-0.11712,-1.3022,0.3821
4411,307.53,1.4396,-0.46617,-0.11717,-1.3021,0.38204
4412,307.48,1.4394,-0.4661,-0.11722,-1.3019,0.38198
4413,307.44,1.4393,-0.46604,-0.11727,-1.3018,0.38193
4414,307.39,1.4391,-0.46598,-0.11731,-1.3017,0.38187
4415,307.34,1.439,-0.46591,-0.11736,-1.3016,0.38181
4416,307.3,1.4388,-0.46585,-0.11741,-1.3014,0.38176
4417,307.25,1.4387,-0.46578,-0.11746,-1.3013,0.3817
4418,307.21,1.4386,-0.46572,-0.1175,-1.3012,0.38165
4419,307.16,1.4384,-0.46566,-0.11755,-1.301,0.38159
4420,307.12,1.4382,-0.46559,-0.1176,-1.3009,0.38153
4421,307.07,1.4381,-0.46553,-0.11764,-1.3008,0.38148
4422,307.03,1.4379,-0.46547,-0.11769,-1.3006,0.38142
4423,306.98,1.4378,-0.4654,-0.11774,-1.3005,0.38136
4424,306.94,1.4377,-0.46534,-0.11778,-1.3004,0.38131
4425,306.89,1.4375,-0.46528,-0.11783,-1.3003,0.38125
4426,306.84,1.4373,-0.46521,-0.11788,-1.3001,0.38119
4427,306.8,1.4372,-0.46515,-0.11793,-1.3,0.38114
4428,306.75,1.4371,-0.46509,-0.11797,-1.2999,0.38108
4429,306.71,1.4369,-0.46502,-0.11802,-1.2997,0.38102
4430,306.66,1.4367,-0.46496,-0.11807,-1.2996,0.38097
4431,306.62,1.4366,-0.4649,-0.11811,-1.2995,0.38091
4432,306.57,1.4365,-0.46483,-0.11816,-1.2994,0.38086
4433,306.53,1.4363,-0.46477,-0.11821,-1.2992,0.3808
4434,306.48,1.4362,-0.46471,-0.11825,-1.2991,0.38074
4435,306.44,1.436,-0.46464,-0.1183,-1.299,0.38069
4436,306.39,1.4358,-0.46458,-0.11835,-1.2988,0.38063
4437,306.35,1.4357,-0.46452,-0.11839,-1.2987,0.38057
4438,306.3,1.4356,-0.46446,-0.11844,-1.2986,0.38052
4439,306.25,1.4355,-0.46439,-0.11849,-1.2985,0.38046
4440,306.21,1.4353,-0.46433,-0.11853,-1.2983,0.38041
4441,306.16,1.4351,-0.46427,-0.11858,-1.2982,0.38035
4442,306.12,1.435,-0.4642,-0.11863,-1.2981,0.38029
4443,306.07,1.4348,-0.46414,-0.11867,-1.2979,0.38024
4444,306.03,1.4347,-0.46408,-0.11872,-1.2978,0.38018
4445,305.98,1.4346,-0.46402,-0.11876,-1.2977,0.38012
4446,305.94,1.4343,-0.46395,-0.11881,-1.2975,0.38007
4447,305.89,1.4342,-0.46389,-0.11886,-1.2974,0.38001
4448,305.85,1.4341,-0.46383,-0.1189,-1.2973,0.37996
4449,305.8,1.434,-0.46377,-0.11895,-1.2972,0.3799
4450,305.76,1.4338,-0.4637,-0.119,-1.297,0.37984
4451,305.71,1.4336,-0.46364,-0.11904,-1.2969,0.37979
4452,305.67,1.4335,-0.46358,-0.11909,-1.2968,0.37973
4453,305.62,1.4333,-0.46352,-0.11913,-1.2966,0.37968
4454,305.58,1.4332,-0.46345,-0.11918,-1.2965,0.37962
4455,305.53,1.4331,-0.46339,-0.11923,-1.2964,0.37956
4456,305.49,1.4329,-0.46333,-0.11927,-1.2963,0.37951
4457,305.44,1.4327,-0.46327,-0.11932,-1.2961,0.37945
4458,305.4,1.4326,-0.46321,-0.11937,-1.296,0.3794
4459,305.35,1.4325,-0.46314,-0.11941,-1.2959,0.37934
4460,305.31,1.4323,-0.46308,-0.11946,-1.2957,0.37929
4461,305.26,1.4322,-0.46302,-0.1195,-1.2956,0.37923
4462,305.22,1.432,-0.46296,-0.11955,-1.2955,0.37917
4463,305.17,1.4319,-0.4629,-0.1196,-1.2954,0.37912
4464,305.13,1.4317,-0.46283,-0.11964,-1.2952,0.37906
4465,305.08,1.4316,-0.46277,-0.11969,-1.2951,0.37901
4466,305.03,1.4315,-0.46271,-0.11973,-1.295,0.37895
4467,304.99,1.4312,-0.46265,-0.11978,-1.2948,0.37889
4468,304.94,1.4311,-0.46259,-0.11982,-1.2947,0.37884
4469,304.9,1.431,-0.46252,-0.11987,-1.2946,0.37878
4470,304.85,1.4309,-0.46246,-0.11992,-1.2945,0.37873
4471,304.81,1.4307,-0.4624,-0.11996,-1.2943,0.37867
4472,304.76,1.4305,-0.46234,-0.12001,-1.2942,0.37862
4473,304.72,1.4304,-0.46228,-0.12005,-1.2941,0.37856
4474,304.67,1.4302,-0.46222,-0.1201,-1.2939,0.3785
4475,304.63,1.4301,-0.46216,-0.12014,-1.2938,0.37845
4476,304.58,1.43,-0.46209,-0.12019,-1.2937,0.37839
4477,304.54,1.4299,-0.46203,-0.12024,-1.2936,0.37834
4478,304.49,1.4296,-0.46197,-0.12028,-1.2934,0.37828
4479,304.45,1.4295,-0.46191,-0.12033,-1.2933,0.37823
4480,304.41,1.4294,-0.46185,-0.12037,-1.2932,0.37817
4481,304.36,1.4292,-0.46179,-0.12042,-1.293,0.37812
4482,304.32,1.4291,-0.46173,-0.12046,-1.2929,0.37806
4483,304.27,1.4289,-0.46166,-0.12051,-1.2928,0.37801
4484,304.23,1.4288,-0.4616,-0.12055,-1.2927,0.37795
4485,304.18,1.4286,-0.46154,-0.1206,-1.2925,0.37789
4486,304.14,1.4285,-0.46148,-0.12064,-1.2924,0.37784
4487,304.09,1.4284,-0.46142,-0.12069,-1.2923,0.37778
4488,304.05,1.4282,-0.46136,-0.12073,-1.2921,0.37773
4489,304,1.428,-0.4613,-0.12078,-1.292,0.37767
4490,303.96,1.4279,-0.46124,-0.12082,-1.2919,0.37762
4491,303.91,1.4278,-0.46118,-0.12087,-1.2918,0.37756
4492,303.87,1.4276,-0.46111,-0.12092,-1.2916,0.37751
4493,303.82,1.4275,-0.46105,-0.12096,-1.2915,0.37745
4494,303.78,1.4273,-0.46099,-0.12101,-1.2914,0.3774
4495,303.73,1.4271,-0.46093,-0.12105,-1.2912,0.37734
4496,303.69,1.427,-0.46087,-0.1211,-1.2911,0.37729
4497,303.64,1.4269,-0.46081,-0.12114,-1.291,0.37723
4498,303.6,1.4268,-0.46075,-0.12119,-1.2909,0.37717
4499,303.55,1.4266,-0.46069,-0.12123,-1.2907,0.37712
4500,303.51,1.4264,-0.46063,-0.12128,-1.2906,0.37706
4501,303.46,1.4263,-0.46057,-0.12132,-1.2905,0.37701
4502,303.42,1.4261,-0.46051,-0.12137,-1.2903,0.37695
4503,303.37,1.426,-0.46045,-0.12141,-1.2902,0.3769
4504,303.33,1.4259,-0.46039,-0.12145,-1.2901,0.37684
4505,303.28,1.4257,-0.46033,-0.1215,-1.29,0.37679
4506,303.24,1.4255,-0.46027,-0.12154,-1.2898,0.37673
4507,303.2,1.4254,-0.4602,-0.12159,-1.2897,0.37668
4508,303.15,1.4253,-0.46014,-0.12163,-1.2896,0.37662
4509,303.11,1.4252,-0.46008,-0.12168,-1.2895,0.37657
4510,303.06,1.425,-0.46002,-0.12172,-1.2893,0.37651
4511,303.02,1.4248,-0.45996,-0.12177,-1.2892,0.37646
4512,302.97,1.4247,-0.4599,-0.12181,-1.2891,0.3764
4513,302.93,1.4245,-0.45984,-0.12186,-1.2889,0.37635
4514,302.88,1.4244,-0.45978,-0.1219,-1.2888,0.37629
4515,302.84,1.4243,-0.45972,-0.12195,-1.2887,0.37624
4516,302.79,1.4241,-0.45966,-0.12199,-1.2886,0.37618
4517,302.75,1.4239,-0.4596,-0.12204,-1.2884,0.37613
4518,302.7,1.4238,-0.45954,-0.12208,-1.2883,0.37607
4519,302.66,1.4237,-0.45948,-0.12212,-1.2882,0.37602
4520,302.62,1.4235,-0.45942,-0.12217,-1.288,0.37596
4521,302.57,1.4234,-0.45936,-0.12221,-1.2879,0.37591
4522,302.53,1.4232,-0.4593,-0.12226,-1.2878,0.37585
4523,302.48,1.4231,-0.45924,-0.1223,-1.2877,0.3758
4524,302.44,1.4229,-0.45918,-0.12235,-1.2875,0.37574
4525,302.39,1.4228,-0.45912,-0.12239,-1.2874,0.37569
4526,302.35,1.4227,-0.45906,-0.12243,-1.2873,0.37563
4527,302.3,1.4225,-0.459,-0.12248,-1.2871,0.37558
4528,302.26,1.4223,-0.45894,-0.12252,-1.287,0.37553
4529,302.21,1.4222,-0.45888,-0.12257,-1.2869,0.37547
4530,302.17,1.4221,-0.45882,-0.12261,-1.2868,0.37542
4531,302.13,1.4219,-0.45876,-0.12266,-1.2866,0.37536
4532,302.08,1.4218,-0.45871,-0.1227,-1.2865,0.37531
4533,302.04,1.4216,-0.45865,-0.12274,-1.2864,0.37525
4534,301.99,1.4215,-0.45859,-0.12279,-1.2863,0.3752
4535,301.95,1.4213,-0.45853,-0.12283,-1.2861,0.37514
4536,301.9,1.4212,-0.45847,-0.12288,-1.286,0.37509
4537,301.86,1.4211,-0.45841,-0.12292,-1.2859,0.37503
4538,301.82,1.4209,-0.45835,-0.12296,-1.2857,0.37498
