iter,norm(d0-d)^2,gradient norm,,,,
1481,511.66,2.4891,-1.8032,0.60616,-1.3884,0.80546
1482,511.52,2.4876,-1.8013,0.6052,-1.3889,0.80502
1483,511.38,2.486,-1.7993,0.60424,-1.3894,0.80458
1484,511.25,2.4846,-1.7974,0.60328,-1.3899,0.80415
1485,511.11,2.483,-1.7955,0.60233,-1.3903,0.80371
1486,510.98,2.4815,-1.7935,0.60137,-1.3908,0.80328
1487,510.84,2.48,-1.7916,0.60042,-1.3913,0.80284
1488,510.71,2.4786,-1.7897,0.59947,-1.3918,0.80241
1489,510.57,2.4771,-1.7878,0.59852,-1.3922,0.80198
1490,510.44,2.4755,-1.7858,0.59757,-1.3927,0.80154
1491,510.3,2.4741,-1.7839,0.59663,-1.3932,0.80111
1492,510.17,2.4726,-1.782,0.59568,-1.3936,0.80068
1493,510.04,2.4711,-1.7801,0.59474,-1.3941,0.80025
1494,509.9,2.4697,-1.7782,0.5938,-1.3946,0.79982
1495,509.77,2.4681,-1.7763,0.59285,-1.395,0.79939
1496,509.63,2.4667,-1.7744,0.59192,-1.3955,0.79896
1497,509.5,2.4653,-1.7725,0.59098,-1.396,0.79853
1498,509.37,2.4638,-1.7706,0.59004,-1.3964,0.79811
1499,509.23,2.4623,-1.7687,0.58911,-1.3969,0.79768
1500,509.1,2.4609,-1.7668,0.58817,-1.3974,0.79725
1501,508.97,2.4594,-1.7649,0.58724,-1.3978,0.79683
1502,508.83,2.4579,-1.763,0.58631,-1.3983,0.7964
1503,508.7,2.4564,-1.7611,0.58538,-1.3987,0.79598
1504,508.57,2.4551,-1.7593,0.58445,-1.3992,0.79555
1505,508.44,2.4536,-1.7574,0.58353,-1.3996,0.79513
1506,508.3,2.4522,-1.7555,0.5826,-1.4001,0.79471
1507,508.17,2.4507,-1.7536,0.58168,-1.4005,0.79429
1508,508.04,2.4493,-1.7518,0.58076,-1.401,0.79386
1509,507.91,2.4478,-1.7499,0.57984,-1.4014,0.79344
1510,507.78,2.4465,-1.7481,0.57892,-1.4019,0.79302
1511,507.65,2.445,-1.7462,0.578,-1.4023,0.7926
1512,507.51,2.4436,-1.7443,0.57708,-1.4028,0.79218
1513,507.38,2.4422,-1.7425,0.57617,-1.4032,0.79176
1514,507.25,2.4407,-1.7406,0.57525,-1.4037,0.79135
1515,507.12,2.4393,-1.7388,0.57434,-1.4041,0.79093
1516,506.99,2.438,-1.737,0.57343,-1.4046,0.79051
1517,506.86,2.4365,-1.7351,0.57252,-1.405,0.79009
1518,506.73,2.4352,-1.7333,0.57161,-1.4055,0.78968
1519,506.6,2.4337,-1.7314,0.57071,-1.4059,0.78926
1520,506.47,2.4323,-1.7296,0.5698,-1.4063,0.78885
1521,506.34,2.431,-1.7278,0.5689,-1.4068,0.78843
1522,506.21,2.4296,-1.726,0.568,-1.4072,0.78802
1523,506.08,2.4281,-1.7241,0.56709,-1.4076,0.78761
1524,505.95,2.4268,-1.7223,0.5662,-1.4081,0.7872
1525,505.82,2.4254,-1.7205,0.5653,-1.4085,0.78678
1526,505.69,2.424,-1.7187,0.5644,-1.4089,0.78637
1527,505.56,2.4227,-1.7169,0.5635,-1.4094,0.78596
1528,505.43,2.4213,-1.7151,0.56261,-1.4098,0.78555
1529,505.31,2.4199,-1.7133,0.56172,-1.4102,0.78514
1530,505.18,2.4186,-1.7115,0.56083,-1.4107,0.78473
1531,505.05,2.4172,-1.7097,0.55994,-1.4111,0.78432
1532,504.92,2.4158,-1.7079,0.55905,-1.4115,0.78392
1533,504.79,2.4145,-1.7061,0.55816,-1.4119,0.78351
1534,504.66,2.4132,-1.7043,0.55727,-1.4124,0.7831
1535,504.54,2.4118,-1.7025,0.55639,-1.4128,0.78269
1536,504.41,2.4104,-1.7007,0.5555,-1.4132,0.78229
1537,504.28,2.409,-1.6989,0.55462,-1.4136,0.78188
1538,504.15,2.4077,-1.6971,0.55374,-1.414,0.78148
1539,504.03,2.4064,-1.6954,0.55286,-1.4145,0.78107
1540,503.9,2.4051,-1.6936,0.55198,-1.4149,0.78067
1541,503.77,2.4037,-1.6918,0.55111,-1.4153,0.78027
1542,503.65,2.4023,-1.69,0.55023,-1.4157,0.77987
1543,503.52,2.4011,-1.6883,0.54936,-1.4161,0.77946
1544,503.39,2.3997,-1.6865,0.54849,-1.4165,0.77906
1545,503.27,2.3984,-1.6848,0.54761,-1.4169,0.77866
1546,503.14,2.3971,-1.683,0.54674,-1.4174,0.77826
1547,503.01,2.3958,-1.6812,0.54588,-1.4178,0.77786
1548,502.89,2.3945,-1.6795,0.54501,-1.4182,0.77746
1549,502.76,2.3931,-1.6777,0.54414,-1.4186,0.77706
1550,502.64,2.3918,-1.676,0.54328,-1.419,0.77667
1551,502.51,2.3906,-1.6743,0.54241,-1.4194,0.77627
1552,502.38,2.3892,-1.6725,0.54155,-1.4198,0.77587
1553,502.26,2.3879,-1.6708,0.54069,-1.4202,0.77547
1554,502.13,2.3866,-1.669,0.53983,-1.4206,0.77508
1555,502.01,2.3853,-1.6673,0.53897,-1.421,0.77468
1556,501.88,2.3841,-1.6656,0.53812,-1.4214,0.77429
1557,501.76,2.3827,-1.6638,0.53726,-1.4218,0.77389
1558,501.63,2.3814,-1.6621,0.53641,-1.4222,0.7735
1559,501.51,2.3802,-1.6604,0.53555,-1.4226,0.77311
1560,501.39,2.3789,-1.6587,0.5347,-1.423,0.77271
1561,501.26,2.3776,-1.657,0.53385,-1.4234,0.77232
1562,501.14,2.3764,-1.6553,0.533,-1.4238,0.77193
1563,501.01,2.3751,-1.6535,0.53215,-1.4242,0.77154
1564,500.89,2.3738,-1.6518,0.53131,-1.4246,0.77115
1565,500.77,2.3725,-1.6501,0.53046,-1.425,0.77076
1566,500.64,2.3713,-1.6484,0.52962,-1.4254,0.77037
1567,500.52,2.37,-1.6467,0.52877,-1.4258,0.76998
1568,500.39,2.3688,-1.645,0.52793,-1.4262,0.76959
1569,500.27,2.3675,-1.6433,0.52709,-1.4265,0.7692
1570,500.15,2.3662,-1.6416,0.52625,-1.4269,0.76881
1571,500.03,2.365,-1.6399,0.52541,-1.4273,0.76843
1572,499.9,2.3638,-1.6383,0.52458,-1.4277,0.76804
1573,499.78,2.3625,-1.6366,0.52374,-1.4281,0.76765
1574,499.66,2.3613,-1.6349,0.52291,-1.4285,0.76727
1575,499.53,2.36,-1.6332,0.52208,-1.4289,0.76688
1576,499.41,2.3587,-1.6315,0.52124,-1.4292,0.7665
1577,499.29,2.3576,-1.6299,0.52041,-1.4296,0.76611
1578,499.17,2.3563,-1.6282,0.51959,-1.43,0.76573
1579,499.05,2.3551,-1.6265,0.51876,-1.4304,0.76535
1580,498.92,2.3539,-1.6249,0.51793,-1.4308,0.76497
1581,498.8,2.3526,-1.6232,0.51711,-1.4311,0.76458
1582,498.68,2.3514,-1.6215,0.51628,-1.4315,0.7642
1583,498.56,2.3502,-1.6199,0.51546,-1.4319,0.76382
1584,498.44,2.349,-1.6182,0.51464,-1.4323,0.76344
1585,498.32,2.3478,-1.6166,0.51382,-1.4326,0.76306
1586,498.2,2.3465,-1.6149,0.513,-1.433,0.76268
1587,498.08,2.3454,-1.6133,0.51218,-1.4334,0.7623
1588,497.95,2.3441,-1.6116,0.51136,-1.4337,0.76192
1589,497.83,2.3429,-1.61,0.51055,-1.4341,0.76155
1590,497.71,2.3417,-1.6083,0.50973,-1.4345,0.76117
1591,497.59,2.3405,-1.6067,0.50892,-1.4348,0.76079
1592,497.47,2.3394,-1.6051,0.50811,-1.4352,0.76042
1593,497.35,2.3381,-1.6034,0.5073,-1.4356,0.76004
1594,497.23,2.3369,-1.6018,0.50649,-1.4359,0.75966
1595,497.11,2.3358,-1.6002,0.50568,-1.4363,0.75929
1596,496.99,2.3346,-1.5986,0.50487,-1.4367,0.75891
1597,496.87,2.3334,-1.5969,0.50407,-1.437,0.75854
1598,496.75,2.3322,-1.5953,0.50326,-1.4374,0.75817
1599,496.63,2.331,-1.5937,0.50246,-1.4377,0.75779
1600,496.51,2.3299,-1.5921,0.50166,-1.4381,0.75742
1601,496.4,2.3287,-1.5905,0.50086,-1.4385,0.75705
1602,496.28,2.3275,-1.5889,0.50006,-1.4388,0.75668
1603,496.16,2.3264,-1.5873,0.49926,-1.4392,0.75631
1604,496.04,2.3252,-1.5857,0.49846,-1.4395,0.75594
1605,495.92,2.3241,-1.5841,0.49767,-1.4399,0.75557
1606,495.8,2.3229,-1.5825,0.49687,-1.4402,0.7552
1607,495.68,2.3217,-1.5809,0.49608,-1.4406,0.75483
1608,495.56,2.3205,-1.5793,0.49529,-1.4409,0.75446
1609,495.45,2.3194,-1.5777,0.49449,-1.4413,0.75409
1610,495.33,2.3182,-1.5761,0.4937,-1.4416,0.75372
1611,495.21,2.3171,-1.5745,0.49291,-1.442,0.75336
1612,495.09,2.3159,-1.5729,0.49213,-1.4423,0.75299
1613,494.97,2.3148,-1.5713,0.49134,-1.4427,0.75262
1614,494.86,2.3136,-1.5697,0.49056,-1.443,0.75226
1615,494.74,2.3125,-1.5682,0.48977,-1.4434,0.75189
1616,494.62,2.3114,-1.5666,0.48899,-1.4437,0.75153
1617,494.5,2.3102,-1.565,0.48821,-1.4441,0.75116
1618,494.39,2.3091,-1.5635,0.48742,-1.4444,0.7508
1619,494.27,2.308,-1.5619,0.48665,-1.4448,0.75044
1620,494.15,2.3068,-1.5603,0.48587,-1.4451,0.75007
1621,494.04,2.3057,-1.5588,0.48509,-1.4454,0.74971
1622,493.92,2.3046,-1.5572,0.48431,-1.4458,0.74935
1623,493.8,2.3035,-1.5556,0.48354,-1.4461,0.74899
1624,493.69,2.3023,-1.5541,0.48276,-1.4464,0.74863
1625,493.57,2.3012,-1.5525,0.48199,-1.4468,0.74827
1626,493.45,2.3001,-1.551,0.48122,-1.4471,0.74791
1627,493.34,2.299,-1.5494,0.48045,-1.4475,0.74755
1628,493.22,2.2979,-1.5479,0.47968,-1.4478,0.74719
1629,493.1,2.2968,-1.5464,0.47891,-1.4481,0.74683
1630,492.99,2.2957,-1.5448,0.47815,-1.4485,0.74647
1631,492.87,2.2946,-1.5433,0.47738,-1.4488,0.74611
1632,492.76,2.2935,-1.5417,0.47661,-1.4491,0.74576
1633,492.64,2.2924,-1.5402,0.47585,-1.4494,0.7454
1634,492.53,2.2914,-1.5387,0.47509,-1.4498,0.74504
1635,492.41,2.2902,-1.5371,0.47433,-1.4501,0.74469
1636,492.3,2.2891,-1.5356,0.47357,-1.4504,0.74433
1637,492.18,2.2881,-1.5341,0.47281,-1.4508,0.74398
1638,492.07,2.287,-1.5326,0.47205,-1.4511,0.74362
1639,491.95,2.2859,-1.5311,0.47129,-1.4514,0.74327
1640,491.84,2.2848,-1.5295,0.47054,-1.4517,0.74291
1641,491.72,2.2837,-1.528,0.46978,-1.452,0.74256
1642,491.61,2.2827,-1.5265,0.46903,-1.4524,0.74221
1643,491.49,2.2816,-1.525,0.46828,-1.4527,0.74186
1644,491.38,2.2805,-1.5235,0.46753,-1.453,0.7415
1645,491.26,2.2794,-1.522,0.46678,-1.4533,0.74115
1646,491.15,2.2783,-1.5205,0.46603,-1.4536,0.7408
1647,491.04,2.2773,-1.519,0.46528,-1.454,0.74045
1648,490.92,2.2763,-1.5175,0.46453,-1.4543,0.7401
1649,490.81,2.2752,-1.516,0.46379,-1.4546,0.73975
1650,490.69,2.2741,-1.5145,0.46304,-1.4549,0.7394
1651,490.58,2.273,-1.513,0.4623,-1.4552,0.73905
1652,490.47,2.272,-1.5115,0.46156,-1.4555,0.73871
1653,490.35,2.2709,-1.51,0.46081,-1.4558,0.73836
1654,490.24,2.2699,-1.5085,0.46007,-1.4562,0.73801
1655,490.13,2.2689,-1.5071,0.45934,-1.4565,0.73766
1656,490.01,2.2678,-1.5056,0.4586,-1.4568,0.73732
1657,489.9,2.2668,-1.5041,0.45786,-1.4571,0.73697
1658,489.79,2.2657,-1.5026,0.45712,-1.4574,0.73663
1659,489.68,2.2647,-1.5012,0.45639,-1.4577,0.73628
1660,489.56,2.2636,-1.4997,0.45566,-1.458,0.73594
1661,489.45,2.2626,-1.4982,0.45492,-1.4583,0.73559
1662,489.34,2.2616,-1.4968,0.45419,-1.4586,0.73525
1663,489.23,2.2605,-1.4953,0.45346,-1.4589,0.73491
1664,489.11,2.2595,-1.4938,0.45273,-1.4592,0.73456
1665,489,2.2585,-1.4924,0.452,-1.4595,0.73422
1666,488.89,2.2574,-1.4909,0.45128,-1.4598,0.73388
1667,488.78,2.2565,-1.4895,0.45055,-1.4601,0.73354
1668,488.67,2.2554,-1.488,0.44983,-1.4604,0.7332
1669,488.55,2.2544,-1.4866,0.4491,-1.4607,0.73286
1670,488.44,2.2534,-1.4851,0.44838,-1.461,0.73252
1671,488.33,2.2524,-1.4837,0.44766,-1.4613,0.73218
1672,488.22,2.2513,-1.4822,0.44694,-1.4616,0.73184
1673,488.11,2.2504,-1.4808,0.44622,-1.4619,0.7315
1674,488,2.2493,-1.4793,0.4455,-1.4622,0.73116
1675,487.89,2.2483,-1.4779,0.44478,-1.4625,0.73082
1676,487.77,2.2474,-1.4765,0.44406,-1.4628,0.73048
1677,487.66,2.2463,-1.475,0.44335,-1.4631,0.73015
1678,487.55,2.2453,-1.4736,0.44263,-1.4634,0.72981
1679,487.44,2.2444,-1.4722,0.44192,-1.4637,0.72947
1680,487.33,2.2434,-1.4708,0.44121,-1.464,0.72914
1681,487.22,2.2424,-1.4693,0.4405,-1.4643,0.7288
1682,487.11,2.2413,-1.4679,0.43978,-1.4645,0.72847
1683,487,2.2404,-1.4665,0.43908,-1.4648,0.72813
1684,486.89,2.2394,-1.4651,0.43837,-1.4651,0.7278
1685,486.78,2.2384,-1.4637,0.43766,-1.4654,0.72746
1686,486.67,2.2375,-1.4623,0.43695,-1.4657,0.72713
1687,486.56,2.2364,-1.4608,0.43625,-1.466,0.7268
1688,486.45,2.2355,-1.4594,0.43554,-1.4663,0.72646
1689,486.34,2.2344,-1.458,0.43484,-1.4665,0.72613
1690,486.23,2.2335,-1.4566,0.43414,-1.4668,0.7258
1691,486.12,2.2325,-1.4552,0.43344,-1.4671,0.72547
1692,486.01,2.2316,-1.4538,0.43274,-1.4674,0.72514
1693,485.9,2.2306,-1.4524,0.43204,-1.4677,0.72481
1694,485.79,2.2296,-1.451,0.43134,-1.4679,0.72448
1695,485.68,2.2286,-1.4496,0.43064,-1.4682,0.72415
1696,485.57,2.2277,-1.4482,0.42995,-1.4685,0.72382
1697,485.47,2.2268,-1.4469,0.42925,-1.4688,0.72349
1698,485.36,2.2258,-1.4455,0.42856,-1.4691,0.72316
1699,485.25,2.2248,-1.4441,0.42787,-1.4693,0.72283
1700,485.14,2.2239,-1.4427,0.42717,-1.4696,0.7225
1701,485.03,2.2229,-1.4413,0.42648,-1.4699,0.72218
1702,484.92,2.2219,-1.4399,0.42579,-1.4701,0.72185
1703,484.81,2.221,-1.4386,0.4251,-1.4704,0.72152
1704,484.7,2.2201,-1.4372,0.42442,-1.4707,0.7212
1705,484.6,2.2191,-1.4358,0.42373,-1.471,0.72087
1706,484.49,2.2182,-1.4345,0.42304,-1.4712,0.72055
1707,484.38,2.2172,-1.4331,0.42236,-1.4715,0.72022
1708,484.27,2.2163,-1.4317,0.42168,-1.4718,0.7199
1709,484.16,2.2154,-1.4304,0.42099,-1.472,0.71957
1710,484.06,2.2144,-1.429,0.42031,-1.4723,0.71925
1711,483.95,2.2135,-1.4276,0.41963,-1.4726,0.71893
1712,483.84,2.2125,-1.4263,0.41895,-1.4728,0.7186
1713,483.73,2.2116,-1.4249,0.41827,-1.4731,0.71828
1714,483.63,2.2107,-1.4236,0.41759,-1.4734,0.71796
1715,483.52,2.2097,-1.4222,0.41692,-1.4736,0.71764
1716,483.41,2.2089,-1.4209,0.41624,-1.4739,0.71732
1717,483.3,2.2079,-1.4195,0.41556,-1.4742,0.717
1718,483.2,2.207,-1.4182,0.41489,-1.4744,0.71668
1719,483.09,2.2061,-1.4168,0.41422,-1.4747,0.71636
1720,482.98,2.2052,-1.4155,0.41355,-1.4749,0.71604
1721,482.88,2.2043,-1.4142,0.41287,-1.4752,0.71572
1722,482.77,2.2033,-1.4128,0.4122,-1.4754,0.7154
1723,482.66,2.2024,-1.4115,0.41153,-1.4757,0.71508
1724,482.56,2.2016,-1.4102,0.41087,-1.476,0.71476
1725,482.45,2.2006,-1.4088,0.4102,-1.4762,0.71444
1726,482.34,2.1997,-1.4075,0.40953,-1.4765,0.71413
1727,482.24,2.1988,-1.4062,0.40887,-1.4767,0.71381
1728,482.13,2.1979,-1.4049,0.4082,-1.477,0.71349
1729,482.03,2.197,-1.4035,0.40754,-1.4772,0.71318
1730,481.92,2.1961,-1.4022,0.40688,-1.4775,0.71286
1731,481.81,2.1952,-1.4009,0.40622,-1.4777,0.71255
1732,481.71,2.1943,-1.3996,0.40556,-1.478,0.71223
1733,481.6,2.1934,-1.3983,0.4049,-1.4782,0.71192
1734,481.5,2.1926,-1.397,0.40424,-1.4785,0.7116
1735,481.39,2.1916,-1.3956,0.40358,-1.4787,0.71129
1736,481.28,2.1907,-1.3943,0.40292,-1.479,0.71097
1737,481.18,2.1898,-1.393,0.40227,-1.4792,0.71066
1738,481.07,2.189,-1.3917,0.40161,-1.4795,0.71035
1739,480.97,2.1881,-1.3904,0.40096,-1.4797,0.71004
1740,480.86,2.1872,-1.3891,0.40031,-1.48,0.70972
1741,480.76,2.1863,-1.3878,0.39965,-1.4802,0.70941
1742,480.65,2.1854,-1.3865,0.399,-1.4804,0.7091
1743,480.55,2.1846,-1.3852,0.39835,-1.4807,0.70879
1744,480.44,2.1837,-1.3839,0.3977,-1.4809,0.70848
1745,480.34,2.1829,-1.3827,0.39706,-1.4812,0.70817
1746,480.23,2.182,-1.3814,0.39641,-1.4814,0.70786
1747,480.13,2.1811,-1.3801,0.39576,-1.4817,0.70755
1748,480.03,2.1802,-1.3788,0.39512,-1.4819,0.70724
1749,479.92,2.1793,-1.3775,0.39447,-1.4821,0.70694
1750,479.82,2.1785,-1.3762,0.39383,-1.4824,0.70663
1751,479.71,2.1777,-1.375,0.39319,-1.4826,0.70632
1752,479.61,2.1768,-1.3737,0.39254,-1.4828,0.70601
1753,479.5,2.1759,-1.3724,0.3919,-1.4831,0.7057
1754,479.4,2.175,-1.3711,0.39126,-1.4833,0.7054
1755,479.3,2.1742,-1.3699,0.39062,-1.4835,0.70509
1756,479.19,2.1734,-1.3686,0.38999,-1.4838,0.70479
1757,479.09,2.1725,-1.3673,0.38935,-1.484,0.70448
1758,478.98,2.1716,-1.3661,0.38871,-1.4842,0.70418
1759,478.88,2.1708,-1.3648,0.38808,-1.4845,0.70387
1760,478.78,2.1699,-1.3635,0.38744,-1.4847,0.70357
1761,478.67,2.1691,-1.3623,0.38681,-1.4849,0.70326
1762,478.57,2.1683,-1.361,0.38618,-1.4852,0.70296
1763,478.47,2.1675,-1.3598,0.38555,-1.4854,0.70266
1764,478.36,2.1666,-1.3585,0.38491,-1.4856,0.70235
1765,478.26,2.1657,-1.3573,0.38428,-1.4858,0.70205
1766,478.16,2.1649,-1.356,0.38366,-1.4861,0.70175
1767,478.05,2.1641,-1.3548,0.38303,-1.4863,0.70145
1768,477.95,2.1632,-1.3535,0.3824,-1.4865,0.70114
1769,477.85,2.1624,-1.3523,0.38177,-1.4867,0.70084
1770,477.75,2.1616,-1.351,0.38115,-1.487,0.70054
1771,477.64,2.1608,-1.3498,0.38052,-1.4872,0.70024
1772,477.54,2.1599,-1.3486,0.3799,-1.4874,0.69994
1773,477.44,2.1591,-1.3473,0.37928,-1.4876,0.69964
1774,477.34,2.1583,-1.3461,0.37866,-1.4879,0.69934
1775,477.23,2.1575,-1.3449,0.37804,-1.4881,0.69904
1776,477.13,2.1566,-1.3436,0.37742,-1.4883,0.69875
1777,477.03,2.1558,-1.3424,0.3768,-1.4885,0.69845
1778,476.93,2.155,-1.3412,0.37618,-1.4887,0.69815
1779,476.83,2.1542,-1.34,0.37556,-1.489,0.69785
1780,476.72,2.1534,-1.3387,0.37494,-1.4892,0.69756
1781,476.62,2.1526,-1.3375,0.37433,-1.4894,0.69726
1782,476.52,2.1517,-1.3363,0.37371,-1.4896,0.69696
1783,476.42,2.1509,-1.3351,0.3731,-1.4898,0.69667
1784,476.32,2.1501,-1.3339,0.37249,-1.49,0.69637
1785,476.21,2.1493,-1.3326,0.37188,-1.4902,0.69608
1786,476.11,2.1485,-1.3314,0.37126,-1.4905,0.69578
1787,476.01,2.1477,-1.3302,0.37065,-1.4907,0.69549
1788,475.91,2.1469,-1.329,0.37004,-1.4909,0.69519
1789,475.81,2.1461,-1.3278,0.36944,-1.4911,0.6949
1790,475.71,2.1453,-1.3266,0.36883,-1.4913,0.6946
1791,475.61,2.1445,-1.3254,0.36822,-1.4915,0.69431
1792,475.51,2.1437,-1.3242,0.36761,-1.4917,0.69402
1793,475.41,2.1429,-1.323,0.36701,-1.4919,0.69373
1794,475.3,2.1421,-1.3218,0.36641,-1.4921,0.69343
1795,475.2,2.1413,-1.3206,0.3658,-1.4923,0.69314
1796,475.1,2.1405,-1.3194,0.3652,-1.4925,0.69285
1797,475,2.1398,-1.3182,0.3646,-1.4928,0.69256
1798,474.9,2.139,-1.317,0.364,-1.493,0.69227
1799,474.8,2.1383,-1.3159,0.3634,-1.4932,0.69198
1800,474.7,2.1375,-1.3147,0.3628,-1.4934,0.69169
1801,474.6,2.1367,-1.3135,0.3622,-1.4936,0.6914
1802,474.5,2.1359,-1.3123,0.3616,-1.4938,0.69111
1803,474.4,2.1351,-1.3111,0.36101,-1.494,0.69082
1804,474.3,2.1343,-1.3099,0.36041,-1.4942,0.69053
1805,474.2,2.1336,-1.3088,0.35981,-1.4944,0.69024
1806,474.1,2.1328,-1.3076,0.35922,-1.4946,0.68995
1807,474,2.132,-1.3064,0.35863,-1.4948,0.68967
1808,473.9,2.1312,-1.3052,0.35803,-1.495,0.68938
1809,473.8,2.1305,-1.3041,0.35744,-1.4952,0.68909
1810,473.7,2.1297,-1.3029,0.35685,-1.4954,0.6888
1811,473.6,2.1289,-1.3017,0.35626,-1.4956,0.68852
1812,473.5,2.1282,-1.3006,0.35567,-1.4958,0.68823
1813,473.4,2.1274,-1.2994,0.35509,-1.496,0.68795
1814,473.3,2.1266,-1.2982,0.3545,-1.4962,0.68766
1815,473.2,2.1258,-1.2971,0.35391,-1.4963,0.68738
1816,473.1,2.125,-1.2959,0.35333,-1.4965,0.68709
1817,473,2.1243,-1.2948,0.35274,-1.4967,0.68681
1818,472.9,2.1235,-1.2936,0.35216,-1.4969,0.68652
1819,472.81,2.1228,-1.2925,0.35157,-1.4971,0.68624
1820,472.71,2.1221,-1.2913,0.35099,-1.4973,0.68596
1821,472.61,2.1213,-1.2902,0.35041,-1.4975,0.68567
1822,472.51,2.1206,-1.289,0.34983,-1.4977,0.68539
1823,472.41,2.1198,-1.2879,0.34925,-1.4979,0.68511
1824,472.31,2.1191,-1.2867,0.34867,-1.4981,0.68483
1825,472.21,2.1184,-1.2856,0.34809,-1.4983,0.68454
1826,472.11,2.1175,-1.2844,0.34751,-1.4984,0.68426
1827,472.02,2.1168,-1.2833,0.34694,-1.4986,0.68398
1828,471.92,2.1161,-1.2822,0.34636,-1.4988,0.6837
1829,471.82,2.1153,-1.281,0.34579,-1.499,0.68342
1830,471.72,2.1146,-1.2799,0.34521,-1.4992,0.68314
1831,471.62,2.1139,-1.2788,0.34464,-1.4994,0.68286
1832,471.52,2.1131,-1.2776,0.34407,-1.4996,0.68258
1833,471.43,2.1124,-1.2765,0.34349,-1.4997,0.6823
1834,471.33,2.1117,-1.2754,0.34292,-1.4999,0.68202
1835,471.23,2.111,-1.2743,0.34235,-1.5001,0.68174
1836,471.13,2.1102,-1.2731,0.34178,-1.5003,0.68147
1837,471.03,2.1095,-1.272,0.34121,-1.5005,0.68119
1838,470.94,2.1087,-1.2709,0.34065,-1.5006,0.68091
1839,470.84,2.108,-1.2698,0.34008,-1.5008,0.68063
1840,470.74,2.1073,-1.2687,0.33951,-1.501,0.68036
1841,470.64,2.1066,-1.2675,0.33895,-1.5012,0.68008
1842,470.55,2.1058,-1.2664,0.33838,-1.5014,0.6798
1843,470.45,2.1051,-1.2653,0.33782,-1.5015,0.67953
1844,470.35,2.1044,-1.2642,0.33726,-1.5017,0.67925
1845,470.25,2.1037,-1.2631,0.33669,-1.5019,0.67898
1846,470.16,2.103,-1.262,0.33613,-1.5021,0.6787
1847,470.06,2.1022,-1.2609,0.33557,-1.5022,0.67843
1848,469.96,2.1015,-1.2598,0.33501,-1.5024,0.67815
1849,469.87,2.1008,-1.2587,0.33445,-1.5026,0.67788
1850,469.77,2.1001,-1.2576,0.33389,-1.5028,0.67761
1851,469.67,2.0994,-1.2565,0.33334,-1.5029,0.67733
1852,469.57,2.0987,-1.2554,0.33278,-1.5031,0.67706
1853,469.48,2.098,-1.2543,0.33222,-1.5033,0.67679
1854,469.38,2.0972,-1.2532,0.33167,-1.5034,0.67651
1855,469.28,2.0965,-1.2521,0.33111,-1.5036,0.67624
1856,469.19,2.0959,-1.251,0.33056,-1.5038,0.67597
1857,469.09,2.0951,-1.2499,0.33001,-1.5039,0.6757
1858,469,2.0945,-1.2489,0.32946,-1.5041,0.67543
1859,468.9,2.0938,-1.2478,0.3289,-1.5043,0.67516
1860,468.8,2.093,-1.2467,0.32835,-1.5044,0.67489
1861,468.71,2.0923,-1.2456,0.3278,-1.5046,0.67462
1862,468.61,2.0917,-1.2445,0.32725,-1.5048,0.67435
1863,468.51,2.0909,-1.2434,0.32671,-1.5049,0.67408
1864,468.42,2.0903,-1.2424,0.32616,-1.5051,0.67381
1865,468.32,2.0896,-1.2413,0.32561,-1.5053,0.67354
1866,468.23,2.0888,-1.2402,0.32507,-1.5054,0.67327
1867,468.13,2.0882,-1.2391,0.32452,-1.5056,0.673
1868,468.03,2.0875,-1.2381,0.32398,-1.5058,0.67273
1869,467.94,2.0868,-1.237,0.32343,-1.5059,0.67247
1870,467.84,2.0861,-1.2359,0.32289,-1.5061,0.6722
1871,467.75,2.0854,-1.2349,0.32235,-1.5062,0.67193
1872,467.65,2.0848,-1.2338,0.32181,-1.5064,0.67166
1873,467.56,2.0841,-1.2327,0.32127,-1.5066,0.6714
1874,467.46,2.0834,-1.2317,0.32073,-1.5067,0.67113
1875,467.37,2.0827,-1.2306,0.32019,-1.5069,0.67087
1876,467.27,2.082,-1.2296,0.31965,-1.507,0.6706
1877,467.17,2.0814,-1.2285,0.31911,-1.5072,0.67033
1878,467.08,2.0807,-1.2275,0.31857,-1.5074,0.67007
1879,466.98,2.08,-1.2264,0.31804,-1.5075,0.6698
1880,466.89,2.0794,-1.2254,0.3175,-1.5077,0.66954
1881,466.79,2.0786,-1.2243,0.31697,-1.5078,0.66928
1882,466.7,2.078,-1.2233,0.31643,-1.508,0.66901
1883,466.6,2.0773,-1.2222,0.3159,-1.5081,0.66875
1884,466.51,2.0767,-1.2212,0.31537,-1.5083,0.66849
1885,466.41,2.0759,-1.2201,0.31484,-1.5084,0.66822
1886,466.32,2.0753,-1.2191,0.3143,-1.5086,0.66796
1887,466.23,2.0746,-1.218,0.31377,-1.5087,0.6677
1888,466.13,2.074,-1.217,0.31324,-1.5089,0.66744
1889,466.04,2.0733,-1.216,0.31272,-1.509,0.66717
1890,465.94,2.0727,-1.2149,0.31219,-1.5092,0.66691
1891,465.85,2.072,-1.2139,0.31166,-1.5093,0.66665
1892,465.75,2.0714,-1.2129,0.31113,-1.5095,0.66639
1893,465.66,2.0706,-1.2118,0.31061,-1.5096,0.66613
1894,465.56,2.07,-1.2108,0.31008,-1.5098,0.66587
1895,465.47,2.0694,-1.2098,0.30956,-1.5099,0.66561
